Saved Search Date,Jobs Search Url
"2/2/23, 9:23 PM",https://www.linkedin.com/jobs/search?keywords=senior+data+analyst&distance=24%2E9999301285&orig=JOB_ALERT
"6/4/21, 2:03 AM",https://www.linkedin.com/jobs/search?f_E=2%2C3&f_JT=F&f_LF=f_AL&orig=JOB_ALERT
"11/2/20, 9:21 PM",https://www.linkedin.com/jobs/search?keywords=data+analyst&orig=JOB_ALERT
"9/25/20, 3:34 PM",https://www.linkedin.com/jobs/search?keywords=data+scientist&orig=JOB_ALERT
"4/18/20, 7:23 PM",https://www.linkedin.com/jobs/search?keywords=data+scientist&f_E=1%2C2&orig=JOB_ALERT
"4/17/20, 6:44 AM",https://www.linkedin.com/jobs/search?keywords=data+scientist&f_E=1%2C2%2C3&orig=JOB_ALERT
"4/17/20, 6:43 AM",https://www.linkedin.com/jobs/search?keywords=data+scientist&f_E=1%2C2&orig=JOB_ALERT
