timeRegistered,applicationId,mobileDeviceType,mobileModel
2015/11/16 05:55:06 UTC,com.linkedin.android,android,Xiaomi_Mi 4i
2015/07/03 11:31:38 UTC,com.linkedin.android,android,samsung_GT-I9100
2013/12/28 14:16:09 UTC,com.linkedin.android,android,samsung_GT-S7562
2013/12/28 14:16:09 UTC,com.linkedin.android,android,samsung_GT-S7562
